fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2020,474-121,474-121_2020,Reedbird Park Improvements,Reedbird Park,"Construct new athletic fields, paths, playground, basketball courts and dog park in Reedbird Park for the Middle Branch Fitness and Wellness Center in Cherry Hill.  Grading for site will occur at same time as Rec Center Construction due to environmental",FY2020,Total,0,0,3500000,4100000,4100000,4100000,4100000,4100000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2019,2024,,5,6,2019,2024,5
2020,474-122,474-122_2020,CC Jackson Park Expansion,4910 Park Heights Avenue,"Design and build final phases of expanded CC Jackson Park, as recommended in the Park Heights Master Plan.  Park expansion will provide visibility on Park Heights Avenue and additional parking and amenities.",FY2020,Source,0,250000,1200000,1200000,1200000,1200000,1200000,1450000,612   Pimlico Area Local Impact Aid - VLT Revenue,612,Pimlico Area Local Impact Aid - VLT Revenue,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2019,2022,,4,4,2019,2022,4
2020,474-122,474-122_2020,CC Jackson Park Expansion,4910 Park Heights Avenue,"Design and build final phases of expanded CC Jackson Park, as recommended in the Park Heights Master Plan.  Park expansion will provide visibility on Park Heights Avenue and additional parking and amenities.",FY2020,Total,0,250000,1200000,1200000,1200000,1200000,1200000,1450000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2019,2022,,4,4,2019,2022,4
2020,474-123,474-123_2020,Robert C. Marshall Field,1201 Pennsylvania Avenue,"Create regulation multi-purpose field for football, soccer, lacross, and youth baseball.  Field is currently sloped and too small to play league games.",FY2020,Source,0,0,500000,500000,500000,500000,500000,500000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2019,2023,,3,5,2019,2023,3
2020,474-123,474-123_2020,Robert C. Marshall Field,1201 Pennsylvania Avenue,"Create regulation multi-purpose field for football, soccer, lacross, and youth baseball.  Field is currently sloped and too small to play league games.",FY2020,Source,0,0,1500000,1500000,1500000,1500000,1500000,1500000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2019,2023,,3,5,2019,2023,3
2020,474-123,474-123_2020,Robert C. Marshall Field,1201 Pennsylvania Avenue,"Create regulation multi-purpose field for football, soccer, lacross, and youth baseball.  Field is currently sloped and too small to play league games.",FY2020,Total,0,0,2000000,2000000,2000000,2000000,2000000,2000000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2019,2023,,3,5,2019,2023,3
2020,474-125,474-125_2020,Community Parks & Playgrounds FY20,Violetville Park,Renovate the courts at Violetville Park.,FY2020,Source,0,0,260000,260000,260000,260000,260000,260000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-125,474-125_2020,Community Parks & Playgrounds FY20,Violetville Park,Renovate the courts at Violetville Park.,FY2020,Total,0,0,260000,260000,260000,260000,260000,260000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-126,474-126_2020,Park Trail Improvements,Various,Construct Jones Falls Trail Phase V.  Repair damaged trail sections on the Herring Run and Gwynns Falls Trails. Install trail signage.,FY2020,Source,0,0,100000,100000,100000,100000,100000,100000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,3,3,2020,2022,3
2020,474-126,474-126_2020,Park Trail Improvements,Various,Construct Jones Falls Trail Phase V.  Repair damaged trail sections on the Herring Run and Gwynns Falls Trails. Install trail signage.,FY2020,Source,0,0,0,200000,200000,200000,200000,200000,200   General Funds,200,General Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,3,3,2020,2022,3
2020,474-126,474-126_2020,Park Trail Improvements,Various,Construct Jones Falls Trail Phase V.  Repair damaged trail sections on the Herring Run and Gwynns Falls Trails. Install trail signage.,FY2020,Source,0,0,300000,300000,300000,300000,300000,300000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,3,3,2020,2022,3
2020,474-126,474-126_2020,Park Trail Improvements,Various,Construct Jones Falls Trail Phase V.  Repair damaged trail sections on the Herring Run and Gwynns Falls Trails. Install trail signage.,FY2020,Total,0,0,400000,600000,600000,600000,600000,600000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,3,3,2020,2022,3
2020,474-127,474-127_2020,Park Building Renovations,various,"Upgrade park buildings including roofs, HVAC and ADA. Improvements to Roosevelt, Cecil Kirk, Coldstream, Dewees rec centers, maintenance facilities and other facilities as Facility Audit recommendations become available.",FY2020,Source,0,0,150000,150000,150000,525000,525000,525000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-127,474-127_2020,Park Building Renovations,various,"Upgrade park buildings including roofs, HVAC and ADA. Improvements to Roosevelt, Cecil Kirk, Coldstream, Dewees rec centers, maintenance facilities and other facilities as Facility Audit recommendations become available.",FY2020,Source,0,0,600000,600000,600000,600000,600000,600000,200   General Funds,200,General Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-127,474-127_2020,Park Building Renovations,various,"Upgrade park buildings including roofs, HVAC and ADA. Improvements to Roosevelt, Cecil Kirk, Coldstream, Dewees rec centers, maintenance facilities and other facilities as Facility Audit recommendations become available.",FY2020,Source,0,0,1000000,2000000,2000000,735000,735000,735000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-127,474-127_2020,Park Building Renovations,various,"Upgrade park buildings including roofs, HVAC and ADA. Improvements to Roosevelt, Cecil Kirk, Coldstream, Dewees rec centers, maintenance facilities and other facilities as Facility Audit recommendations become available.",FY2020,Total,0,0,1750000,2750000,2750000,1860000,1860000,1860000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-128,474-128_2020,Tree Baltimore Program FY20,City wide,Purchase & install trees for Baltimore City’s TreeBaltimore projects and complete the renovation of the TreeBaltimore Nursery.,FY2020,Source,0,0,200000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2024,,5,5,2021,2024,4
2020,474-128,474-128_2020,Tree Baltimore Program FY20,City wide,Purchase & install trees for Baltimore City’s TreeBaltimore projects and complete the renovation of the TreeBaltimore Nursery.,FY2020,Source,0,0,400000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2024,,5,5,2021,2024,4
2020,474-128,474-128_2020,Tree Baltimore Program FY20,City wide,Purchase & install trees for Baltimore City’s TreeBaltimore projects and complete the renovation of the TreeBaltimore Nursery.,FY2020,Total,0,0,600000,0,0,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2024,,5,5,2021,2024,4
2020,474-129,474-129_2020,"Court Renovations (Garrett, Hanlon)",Garrett Park and Hanlon PArk,"Renovate tennis courts at Garrett Park and basketball courts Hanlon Parks. A third park site is still to be determined.  Park improvements will include new asphalt surfacing, fencing and landscaping. All renovations will include related ADA improvements.",FY2020,Source,0,0,600000,600000,600000,300000,300000,300000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-129,474-129_2020,"Court Renovations (Garrett, Hanlon)",Garrett Park and Hanlon PArk,"Renovate tennis courts at Garrett Park and basketball courts Hanlon Parks. A third park site is still to be determined.  Park improvements will include new asphalt surfacing, fencing and landscaping. All renovations will include related ADA improvements.",FY2020,Total,0,0,600000,600000,600000,300000,300000,300000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-130,474-130_2020,Pool & Bathhouse Renovation Program,various,Renovate and repair leaking swimming pools and bath houses. Bring pools into ADA compliance.,FY2020,Source,0,0,1500000,1500000,1500000,0,0,0,690   Other State Funds,690,Other State Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2023,,4,4,2021,2022,2
2020,474-130,474-130_2020,Pool & Bathhouse Renovation Program,various,Renovate and repair leaking swimming pools and bath houses. Bring pools into ADA compliance.,FY2020,Total,0,0,1500000,1500000,1500000,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2023,,4,4,2021,2022,2
2020,474-131,474-131_2020,Clifton Park (Erdman Ave),Clifton Park,"Study, design and begin repair to issues caused by ground water surfacing and flowing onto Erdman Ave.",FY2020,Source,0,0,150000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,NA,NA,0
2020,474-131,474-131_2020,Clifton Park (Erdman Ave),Clifton Park,"Study, design and begin repair to issues caused by ground water surfacing and flowing onto Erdman Ave.",FY2020,Total,0,0,150000,0,0,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,NA,NA,0
2020,474-132,474-132_2020,Solo Gibbs Master Plan Implementation,"Solo Gibbs Park, 1044 Leadenhall Street, Baltimore, Maryland 21230",Implement park improvements identified in the community-based plan for Solo Gibbs Park.,FY2020,Source,0,0,108000,108000,108000,108000,108000,108000,990   Other Funds (Not Classified Above),990,Other Funds (Not Classified Above),474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-132,474-132_2020,Solo Gibbs Master Plan Implementation,"Solo Gibbs Park, 1044 Leadenhall Street, Baltimore, Maryland 21230",Implement park improvements identified in the community-based plan for Solo Gibbs Park.,FY2020,Total,0,0,108000,108000,108000,108000,108000,108000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-133,474-133_2020,Skatepark Improvements,"West Baltimore, Carroll Park",Investigate and design a small skatepark in West Baltimore and investigate the existing conditions for the Carroll Park Skatepark.,FY2020,Source,0,0,0,300000,300000,300000,300000,300000,200   General Funds,200,General Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,2,3,2020,2022,2
2020,474-133,474-133_2020,Skatepark Improvements,"West Baltimore, Carroll Park",Investigate and design a small skatepark in West Baltimore and investigate the existing conditions for the Carroll Park Skatepark.,FY2020,Total,0,0,0,300000,300000,300000,300000,300000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2022,,2,3,2020,2022,2
2020,474-134,474-134_2020,Ambrose Kennedy Park,Ambrose Kennedy Park,"Incorporate new park area from the demolition recently completed by the Department of Housing and Community Development. Improvements will include pathways, athletic court, grading and drainage.",FY2020,Source,0,0,0,0,0,500000,500000,500000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-134,474-134_2020,Ambrose Kennedy Park,Ambrose Kennedy Park,"Incorporate new park area from the demolition recently completed by the Department of Housing and Community Development. Improvements will include pathways, athletic court, grading and drainage.",FY2020,Total,0,0,0,0,0,500000,500000,500000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-135,474-135_2020,Garrett Park,Garrett park,"Renovate basketball courts and expand playground at Garrett Park. Park improvements will include new asphalt surfacing, fencing, exercise equipment and landscaping. All renovations will include related ADA improvements.",FY2020,Source,0,0,0,0,0,250000,250000,250000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2023,,3,4,2020,2023,3
2020,474-135,474-135_2020,Garrett Park,Garrett park,"Renovate basketball courts and expand playground at Garrett Park. Park improvements will include new asphalt surfacing, fencing, exercise equipment and landscaping. All renovations will include related ADA improvements.",FY2020,Total,0,0,0,0,0,250000,250000,250000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2023,,3,4,2020,2023,3
2020,474-136,474-136_2020,Rachael Wilson Memorial Park,Rachel Wilson Park,"Install new playground equipment and park improvements to create a new park including ADA pathways, and site features for a memorial.",FY2020,Source,0,0,0,0,0,150000,150000,150000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-136,474-136_2020,Rachael Wilson Memorial Park,Rachel Wilson Park,"Install new playground equipment and park improvements to create a new park including ADA pathways, and site features for a memorial.",FY2020,Total,0,0,0,0,0,150000,150000,150000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-137,474-137_2020,Warwick Park,Warwick Park,Renovate park and playground.,FY2020,Source,0,0,0,0,0,50000,50000,50000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-137,474-137_2020,Warwick Park,Warwick Park,Renovate park and playground.,FY2020,Total,0,0,0,0,0,50000,50000,50000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-138,474-138_2020,Bond Street Park,Bond Street Park,"Site improvements including the installation of lighting, landscaping and recreational equipment.",FY2020,Source,0,0,0,0,0,50000,50000,50000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-138,474-138_2020,Bond Street Park,Bond Street Park,"Site improvements including the installation of lighting, landscaping and recreational equipment.",FY2020,Total,0,0,0,0,0,50000,50000,50000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-139,474-139_2020,Johnson Square Greenspace,Johnson Square,Design for open space and community parks in the Johnston Sq neighborhood.,FY2020,Source,0,0,0,0,0,15000,15000,15000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-139,474-139_2020,Johnson Square Greenspace,Johnson Square,Design for open space and community parks in the Johnston Sq neighborhood.,FY2020,Total,0,0,0,0,0,15000,15000,15000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2020,2020,,1,1,2020,2020,1
2020,474-779,474-779_2020,Druid Hill Swimming Pool & Bathhouse,800 Wyman Park Drive,Renovate the Druid Hill Park Pool Bathhouse and restructure the pool layout and features.,FY2020,Source,0,5905000,450000,450000,450000,450000,450000,6355000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2014,2022,,7,9,2014,2022,7
2020,474-779,474-779_2020,Druid Hill Swimming Pool & Bathhouse,800 Wyman Park Drive,Renovate the Druid Hill Park Pool Bathhouse and restructure the pool layout and features.,FY2020,Total,0,5905000,450000,450000,450000,450000,450000,6355000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2014,2022,,7,9,2014,2022,7
2019,474-051,474-051_2019,Winans Meadow Nature Center,Gwynns Falls/Leakin Park,"Construct a small nature center with classroom, office and storage.  Additional funds will be used for site work including a bus turnaround, bus drop off area, ADA pathways and stairway access to the existing parking lot.",FY2019,Source,0,550000,750000,0,0,0,0,550000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2015,2024,,8,10,2015,2023,6
2019,474-051,474-051_2019,Winans Meadow Nature Center,Gwynns Falls/Leakin Park,"Construct a small nature center with classroom, office and storage.  Additional funds will be used for site work including a bus turnaround, bus drop off area, ADA pathways and stairway access to the existing parking lot.",FY2019,Total,0,550000,750000,0,0,0,0,550000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2015,2024,,8,10,2015,2023,6
2019,474-059,474-059_2019,Lakeland Recreation Center,2921 Stranden Rd,Renovate windows and ADA improvements at Lakeland recreation center facility.,FY2019,Source,0,0,250000,0,0,0,0,0,690   Other State Funds,690,Other State Funds,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2016,2019,,3,4,2017,2019,2
2019,474-059,474-059_2019,Lakeland Recreation Center,2921 Stranden Rd,Renovate windows and ADA improvements at Lakeland recreation center facility.,FY2019,Source,0,0,0,250000,250000,250000,250000,250000,990   Other Funds (Not Classified Above),990,Other Funds (Not Classified Above),474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2016,2019,,3,4,2017,2019,2
2019,474-059,474-059_2019,Lakeland Recreation Center,2921 Stranden Rd,Renovate windows and ADA improvements at Lakeland recreation center facility.,FY2019,Total,0,0,250000,250000,250000,250000,250000,250000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2016,2019,,3,4,2017,2019,2
2019,474-064,474-064_2019,"Athletic Field Renovation (Riverside, Gwynns Falls, Clifton, Druid Hill)","Riverside Park, Gwynns Falls/Leakin Park, Clifton, Druid Hill Park","Renovate athletic fields, bleachers and fences in Riverside, Gwynns Falls, Clifton and Druid Hill Parks.",FY2019,Source,0,500000,500000,0,0,0,0,500000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2016,2021,,4,6,2016,2021,3
2019,474-064,474-064_2019,"Athletic Field Renovation (Riverside, Gwynns Falls, Clifton, Druid Hill)","Riverside Park, Gwynns Falls/Leakin Park, Clifton, Druid Hill Park","Renovate athletic fields, bleachers and fences in Riverside, Gwynns Falls, Clifton and Druid Hill Parks.",FY2019,Source,0,0,800000,800000,800000,0,0,0,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2016,2021,,4,6,2016,2021,3
2019,474-064,474-064_2019,"Athletic Field Renovation (Riverside, Gwynns Falls, Clifton, Druid Hill)","Riverside Park, Gwynns Falls/Leakin Park, Clifton, Druid Hill Park","Renovate athletic fields, bleachers and fences in Riverside, Gwynns Falls, Clifton and Druid Hill Parks.",FY2019,Total,0,500000,1300000,800000,800000,0,0,500000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2016,2021,,4,6,2016,2021,3
2019,474-074,474-074_2019,Park Roadway Improvements,"Druid Hill, Clifton Parks","Renovate the vehicular circulation system inside Druid Hill Park and Clifton Parks, including roads, curbs, sidewalks, curb cuts, park lighting and storm water inlets.",FY2019,Source,0,430000,150000,150000,150000,150000,150000,580000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-074,474-074_2019,Park Roadway Improvements,"Druid Hill, Clifton Parks","Renovate the vehicular circulation system inside Druid Hill Park and Clifton Parks, including roads, curbs, sidewalks, curb cuts, park lighting and storm water inlets.",FY2019,Source,0,0,450000,450000,450000,450000,450000,450000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-074,474-074_2019,Park Roadway Improvements,"Druid Hill, Clifton Parks","Renovate the vehicular circulation system inside Druid Hill Park and Clifton Parks, including roads, curbs, sidewalks, curb cuts, park lighting and storm water inlets.",FY2019,Source,0,900000,100000,100000,100000,100000,100000,1000000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-074,474-074_2019,Park Roadway Improvements,"Druid Hill, Clifton Parks","Renovate the vehicular circulation system inside Druid Hill Park and Clifton Parks, including roads, curbs, sidewalks, curb cuts, park lighting and storm water inlets.",FY2019,Total,0,1330000,700000,700000,700000,700000,700000,2030000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-078,474-078_2019,Federal Hill Slope Stabilization,300 Warren Ave,Stabilize the east slope of Federal Hill.,FY2019,Source,0,300000,100000,300000,300000,300000,300000,600000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2022,,4,6,2017,2022,4
2019,474-078,474-078_2019,Federal Hill Slope Stabilization,300 Warren Ave,Stabilize the east slope of Federal Hill.,FY2019,Source,0,0,300000,300000,300000,300000,300000,300000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2022,,4,6,2017,2022,4
2019,474-078,474-078_2019,Federal Hill Slope Stabilization,300 Warren Ave,Stabilize the east slope of Federal Hill.,FY2019,Source,0,0,200000,0,0,0,0,0,690   Other State Funds,690,Other State Funds,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2022,,4,6,2017,2022,4
2019,474-078,474-078_2019,Federal Hill Slope Stabilization,300 Warren Ave,Stabilize the east slope of Federal Hill.,FY2019,Total,0,300000,600000,600000,600000,600000,600000,900000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2022,,4,6,2017,2022,4
2019,474-079,474-079_2019,Bocek Park Athletic Center,3000 E. Madison St.,"Renovate and upgrade the layout and facilities at Bocek Park including the existing field house, two softball fields and 2 multi-purpose fields (one with artificial turf) with surface improvements and lighting.",FY2019,Source,0,400000,470000,200000,200000,0,0,400000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2024,,8,8,2017,2024,8
2019,474-079,474-079_2019,Bocek Park Athletic Center,3000 E. Madison St.,"Renovate and upgrade the layout and facilities at Bocek Park including the existing field house, two softball fields and 2 multi-purpose fields (one with artificial turf) with surface improvements and lighting.",FY2019,Source,0,0,0,0,0,750000,750000,750000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2024,,8,8,2017,2024,8
2019,474-079,474-079_2019,Bocek Park Athletic Center,3000 E. Madison St.,"Renovate and upgrade the layout and facilities at Bocek Park including the existing field house, two softball fields and 2 multi-purpose fields (one with artificial turf) with surface improvements and lighting.",FY2019,Source,0,0,1287000,0,0,0,0,0,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2024,,8,8,2017,2024,8
2019,474-079,474-079_2019,Bocek Park Athletic Center,3000 E. Madison St.,"Renovate and upgrade the layout and facilities at Bocek Park including the existing field house, two softball fields and 2 multi-purpose fields (one with artificial turf) with surface improvements and lighting.",FY2019,Total,0,400000,1757000,200000,200000,750000,750000,1150000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2024,,8,8,2017,2024,8
2019,474-080,474-080_2019,Canton Waterfront Park,3001 Boston Street,Implement park improvements identified in community based plan for Canton Waterfront Park.,FY2019,Source,0,300000,1000000,0,0,0,0,300000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2020,,4,4,2017,2018,2
2019,474-080,474-080_2019,Canton Waterfront Park,3001 Boston Street,Implement park improvements identified in community based plan for Canton Waterfront Park.,FY2019,Total,0,300000,1000000,0,0,0,0,300000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2020,,4,4,2017,2018,2
2019,474-081,474-081_2019,Park Trail Networks,Citywide,"Construct Jones Falls Trail Phase V. Install bioretention pond on the Stony Run trail, repair damaged trail sections on the Herring Run and Gwynns Falls Trails.",FY2019,Source,0,1100000,100000,100000,100000,100000,100000,1200000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-081,474-081_2019,Park Trail Networks,Citywide,"Construct Jones Falls Trail Phase V. Install bioretention pond on the Stony Run trail, repair damaged trail sections on the Herring Run and Gwynns Falls Trails.",FY2019,Source,0,0,150000,150000,150000,150000,150000,150000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-081,474-081_2019,Park Trail Networks,Citywide,"Construct Jones Falls Trail Phase V. Install bioretention pond on the Stony Run trail, repair damaged trail sections on the Herring Run and Gwynns Falls Trails.",FY2019,Total,0,1100000,250000,250000,250000,250000,250000,1350000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2019,,3,3,2017,2019,3
2019,474-085,474-085_2019,Patterson Park Master Plan Implementation,"Patterson Park, 200 S. Linwood Ave","Implement priority short term park improvements including a feasibility study for the relocation of the Mimi DiPietro Ice Rink. Other projects, may include the purchase and installation of site furnishings and enhancements to the boat lake.",FY2019,Source,0,0,1000000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2017,2022,,6,6,2018,2022,5
2019,474-085,474-085_2019,Patterson Park Master Plan Implementation,"Patterson Park, 200 S. Linwood Ave","Implement priority short term park improvements including a feasibility study for the relocation of the Mimi DiPietro Ice Rink. Other projects, may include the purchase and installation of site furnishings and enhancements to the boat lake.",FY2019,Source,0,300000,0,0,0,500000,500000,800000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2022,,6,6,2018,2022,5
2019,474-085,474-085_2019,Patterson Park Master Plan Implementation,"Patterson Park, 200 S. Linwood Ave","Implement priority short term park improvements including a feasibility study for the relocation of the Mimi DiPietro Ice Rink. Other projects, may include the purchase and installation of site furnishings and enhancements to the boat lake.",FY2019,Total,0,300000,1000000,0,0,500000,500000,800000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2017,2022,,6,6,2018,2022,5
2019,474-094,474-094_2019,FY18 Herring Run Park Improvements,Chesterfield and Harford Rd,Renovate athletic fields in Herring Run Park.,FY2019,Source,0,500000,0,0,0,625000,625000,1125000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2018,2019,,2,2,2018,2019,2
2019,474-094,474-094_2019,FY18 Herring Run Park Improvements,Chesterfield and Harford Rd,Renovate athletic fields in Herring Run Park.,FY2019,Total,0,500000,0,0,0,625000,625000,1125000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,TRUE,TRUE,2018,2019,,2,2,2018,2019,2
2019,474-097,474-097_2019,Fred B Leidig Recreation Center Field & Field House,4521 Frederick Ave,Field and Field House renovations including amenities to provide the opportunity for enhanced multi-sport field play.  Upgrade other play and court facilities.,FY2019,Source,0,0,300000,300000,300000,800000,800000,800000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2022,,3,5,2018,2022,3
