fiscal_year,cip_number,filename,bureau,source_code,source_name,amt_type,appropriated_amt,report_fy,offset_fy,boe_amt,cip_year_id,project_desc,project_title,location,operating_impact_amt
2008,527-315,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,300000,2008,0,400000,527-315_2008,"This project funds resurfacing of industrial area streets on an emergency and as-needed basis to assist with business retention, expansion or attraction.",Industrial Areas Resurfacing (Job Order Contracts) - Infrastructure (City-wide),City-wide,0
2008,527-319,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,0,527-319_2008,Provide improved accss to 18 acre Potee-Garrett site to facilitate redevelopment and reduce neighborhood impacts of new traffic generated.,Potee Garrett Access Road,Brooklyn,0
2008,527-320,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-320_2008,"Shell Road is to be reconstructed from Frankfurst Avenue to Patapsco Road. Improvements will generally include reconstruction of roadway, curbs, utility adjustments.",Fairfield Industrial Park: Shell Road,Fairfield,NA
2008,527-321,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-321_2008,"Fairfield Road is to be rehabilitated from Chesapeake Avenue and Northbridge Road. Improvements will generally include removal and replacement of existing asphalt surfaces, minor sub-base, curb and sidewalk repairs and other appurtenances.",Fairfield Industrial Park: Fairfield Road,Fairfield,0
2008,527-322,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,0,527-322_2008,"Patapsco Road is to be rehabilitated from Curtis Avenue to Fairfield Road. Improvements will generally include removal and replacement of existing asphalt surfaces, minor sub-base, curb and sidewalk repairs and other appurtenances.",Fairfield Industrial Park: Patapsco Road,Fairfield,NA
2008,527-323,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,100000,2008,0,500000,527-323_2008,"Install new ADA approved islands, pedestrain friendly cross walks with stamped concrete, pedestrain lights, and signage at the Light Street/ Key Highway intersection.",Key Highway/ Inner Harbor Intersection,Inner Harbor,NA
2008,527-324,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,950000,2008,0,0,527-324_2008,To resurface streets and install sidewalks and streetscape around Parcels B and P and D in accordance with the City`s 1990 development agreement with the developer.,Harbor East,Harbor East,NA
2008,527-325,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-325_2008,"Mill, resurface, base repair and pedestrian lights from Fayette to Saratoga Streets.",Eutaw Street,West Side,NA
2008,527-331,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-331_2008,"Complete street improvements including resurfacing, alignment, sidewalk repair, landscaping to be implement from Aisquith to Mott Forrest.",Old Town Mall Streetscape,Aisquith to Mott Forrest,0
2008,527-332,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-332_2008,Streetscape and reconstronstruction of Liberty Hts Rd from Hillsdale to Millford.,Howard Park/Liberty Hts Streetscape,Liberty Hts Rd. Hillsdale to Millford,0
2008,527-333,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,250000,527-333_2008,This project is to fund the traffic study and market analysis for the Old Town Mall redevelopment plan.,Old Town Mall Redevelopment Study,Old Town Mall,0
2008,527-335,2008cp.pdf,Transportation: Dev. Agencies Program,590,Other Federal Funds,Source,0,2008,0,800000,527-335_2008,Rehabilitate roadways around East Baltimore Life Science Park.,"EBDI Life Science Park, Phase IC",Various,0
2008,527-335,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,527-335_2008,Rehabilitate roadways around East Baltimore Life Science Park.,"EBDI Life Science Park, Phase IC",Various,0
2008,527-340,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,500000,527-340_2008,Required SNAP/Mayoral Initiative,Park Heights Cold Spring Neighborhood Center,Park Heights,0
2008,527-493,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,2490000,2008,0,716000,527-493_2008,"Design and construction of streets, sidewalks, and utilities to facilitate the redevelopment of a 150-acre mixed-use community with 1,100 mixed-income rental and for-sale housing units. For W/WWfunds, see 551-930 and 557-930.",Uplands Redevelopment Site Infrastructure,Edmondson Village,0
2008,527-629,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,0,527-629_2008,"Implement various street improvements including resurfacing, alignment, sidewalk repair, landscaping and traffic calming etc.",North Avenue Streetscape,North Avenue from St Paul to Homewood.,0
2008,527-630,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,500000,2008,0,1000000,527-630_2008,Funds will be used to improve pedestrian access in various locations throughout Midtown SNAP and perform a traffic impact study in the Seton Hill area.,Midtown SNAP Pedestrian Improvements,"North & Mt. Royal, North & Park, Charles and Oliver, Howard & Park, Howard & Biddle",0
2008,527-700,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,75000,527-700_2008,Design and construction of infrastructure and streetscape improvements to facilitate the development or rehabilitation of approximately 300 mixed-income housing units in a new mixed-use community.,Barclay/Greenmount Streetscape Improvements,Greenmount,0
2008,527-701,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,1218000,527-701_2008,Design and construction of street improvements to accomodate increased traffic demand due to the relocation of the New Psalmist Baptist Church.,Seton Business Park Improvements,Seton Business Park,0
2008,527-702,2008cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,1000000,527-702_2008,Work is to generally include the removal and replacement of existing asphalt surfaces in the stabilization areas of the Park Heights Master Plan.,Park Heights Street Resurfacing Phase II,Park Heights Residential Streets (Growth Promotion Area),0
2008,551-233,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,4993000,2008,0,1000000,551-233_2008,Funds are needed for an on-going capital maintenance program for collection systems.,Wastewater Collection System - Annual Improvements,Various Locations,NA
2008,551-233,2008cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,318000,2008,0,0,551-233_2008,Funds are needed for an on-going capital maintenance program for collection systems.,Wastewater Collection System - Annual Improvements,Various Locations,NA
2008,551-233,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,6771000,2008,0,1000000,551-233_2008,Funds are needed for an on-going capital maintenance program for collection systems.,Wastewater Collection System - Annual Improvements,Various Locations,NA
2008,551-401,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,9381000,2008,0,0,551-401_2008,This on-going program makes available capital funds for unscheduled replacement and improvements to sewers.,Sewer Replacement Projects,Citywide,0
2008,551-401,2008cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,6550000,2008,0,2000000,551-401_2008,This on-going program makes available capital funds for unscheduled replacement and improvements to sewers.,Sewer Replacement Projects,Citywide,0
2008,551-403,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1082000,2008,0,750000,551-403_2008,Funds are needed for small sewer extensions and improvements such as those needed to connect existing dwellings to the sewage system.,Small Sewer Extensions and Improvements,Citywide,0
2008,551-403,2008cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,3500000,2008,0,0,551-403_2008,Funds are needed for small sewer extensions and improvements such as those needed to connect existing dwellings to the sewage system.,Small Sewer Extensions and Improvements,Citywide,0
2008,551-404,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,15424000,2008,0,0,551-404_2008,Funds are needed for a Department of Public Works on-going program designed to detect and correct the infiltration / inflow of clear water into sanitary sewers.,Infiltration / Inflow Correction Program,Citywide,0
2008,551-404,2008cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,2125000,2008,0,2000000,551-404_2008,Funds are needed for a Department of Public Works on-going program designed to detect and correct the infiltration / inflow of clear water into sanitary sewers.,Infiltration / Inflow Correction Program,Citywide,0
2008,551-444,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,18000000,2008,0,5500000,551-444_2008,Funds are needed to construct improvements to the Eastern Avenue Pump Station due the age and condition of the facility.,Eastern Avenue Pump Station Improvements,Eastern Avenue,NA
2008,551-526,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,3288000,2008,0,0,551-526_2008,"Funds are needed for the sealing and structural repair of concrete of two digesters for the storage of digested sludge. Construct Acid Phase Reactor (APR) Tank, additional GBTs, and Equalization Tank.",Back River Digester Renovations SC-8526,8201 Eastern Ave,NA
2008,551-526,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,3279000,2008,0,0,551-526_2008,"Funds are needed for the sealing and structural repair of concrete of two digesters for the storage of digested sludge. Construct Acid Phase Reactor (APR) Tank, additional GBTs, and Equalization Tank.",Back River Digester Renovations SC-8526,8201 Eastern Ave,NA
2008,551-528,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2734000,2008,0,7040000,551-528_2008,"Funds are needed for the design and construction of facilities required for Enhanced Nutrient Removal (ENR) at Patapsco WWTP, including new ENR facilities and modifications to existing facilities.","Patapsco WWTP - Enhanced Nutrient Removal - SC-845, SC-852, SC-855",Patapsco WWTP,0
2008,551-528,2008cp.pdf,DPW: Waste Water,690,Other State Funds,Source,9500000,2008,0,88000000,551-528_2008,"Funds are needed for the design and construction of facilities required for Enhanced Nutrient Removal (ENR) at Patapsco WWTP, including new ENR facilities and modifications to existing facilities.","Patapsco WWTP - Enhanced Nutrient Removal - SC-845, SC-852, SC-855",Patapsco WWTP,0
2008,551-528,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,5811000,2008,0,14960000,551-528_2008,"Funds are needed for the design and construction of facilities required for Enhanced Nutrient Removal (ENR) at Patapsco WWTP, including new ENR facilities and modifications to existing facilities.","Patapsco WWTP - Enhanced Nutrient Removal - SC-845, SC-852, SC-855",Patapsco WWTP,0
2008,551-533,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,4000000,2008,0,1000000,551-533_2008,"Funds are needed to rehabilitate, repair, and/or replace wastewater facility systems to maintain the operational function and performance reliability of aging systems.",Annual Facilities Improvements,Various Locations,NA
2008,551-533,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,4000000,2008,0,1000000,551-533_2008,"Funds are needed to rehabilitate, repair, and/or replace wastewater facility systems to maintain the operational function and performance reliability of aging systems.",Annual Facilities Improvements,Various Locations,NA
2008,551-557,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1450000,2008,0,0,551-557_2008,Funds are needed for the design and modifications to existing Biological Nutrient Removal (BNR) Facilities to optimize the removal of ammonia and nitrogen from the Back River Wastewater Treatment Plant effluent.,Enhanced Nutrient Removal at Back River WWTP,8201 Eastern Blvd,0
2008,551-557,2008cp.pdf,DPW: Waste Water,690,Other State Funds,Source,2900000,2008,0,75000000,551-557_2008,Funds are needed for the design and modifications to existing Biological Nutrient Removal (BNR) Facilities to optimize the removal of ammonia and nitrogen from the Back River Wastewater Treatment Plant effluent.,Enhanced Nutrient Removal at Back River WWTP,8201 Eastern Blvd,0
2008,551-557,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,1450000,2008,0,0,551-557_2008,Funds are needed for the design and modifications to existing Biological Nutrient Removal (BNR) Facilities to optimize the removal of ammonia and nitrogen from the Back River Wastewater Treatment Plant effluent.,Enhanced Nutrient Removal at Back River WWTP,8201 Eastern Blvd,0
2008,551-561,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,750000,2008,0,7500000,551-561_2008,"Funds are needed for the renovation of Primary Settling Tank Nos. 3,4,5,6,7 at the Back River Wastewater Treatment Plant.",Primary Tank Renovations - SC-829,8201 Eastern Blvd,0
2008,551-561,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,750000,2008,0,7500000,551-561_2008,"Funds are needed for the renovation of Primary Settling Tank Nos. 3,4,5,6,7 at the Back River Wastewater Treatment Plant.",Primary Tank Renovations - SC-829,8201 Eastern Blvd,0
2008,551-569,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,3250000,2008,0,0,551-569_2008,"Funds are needed for the rehabilitation, investigation and design of sanitary sewers at various locations.",Urgent Sanitary A/E Services,Various,0
2008,551-604,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,58179000,2008,0,9580000,551-604_2008,"Funds are needed to construct a 20 mgd PS near Sisson Street and 28th Street, install approx. 2,100 ft of force main, rehabilitate approx. 18,200 ft. of 12"" to 21"" and construct approx. 8,300 ft. of 15"" to 60"" San. Sewers. Subj. to EPA/MDE Consent Decree","Stony Run Interceptor and Pumping Station SC 819R, SC 838, SC 839, SC 847",Lower Jones Falls Sewershed,NA
2008,551-604,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,2741000,2008,0,420000,551-604_2008,"Funds are needed to construct a 20 mgd PS near Sisson Street and 28th Street, install approx. 2,100 ft of force main, rehabilitate approx. 18,200 ft. of 12"" to 21"" and construct approx. 8,300 ft. of 15"" to 60"" San. Sewers. Subj. to EPA/MDE Consent Decree","Stony Run Interceptor and Pumping Station SC 819R, SC 838, SC 839, SC 847",Lower Jones Falls Sewershed,NA
2008,551-606,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-606_2008,Funds are needed for the rehabilitation of the existing Jones Falls Force Main and Pressure Sewer. Subject to EPA/MDE Consent Decree.,Rehab of Existing Jones Falls Force Main / Pressure Sewer,Upper Jones Falls Sewershed,0
2008,551-606,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-606_2008,Funds are needed for the rehabilitation of the existing Jones Falls Force Main and Pressure Sewer. Subject to EPA/MDE Consent Decree.,Rehab of Existing Jones Falls Force Main / Pressure Sewer,Upper Jones Falls Sewershed,0
2008,551-609,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2580000,2008,0,530000,551-609_2008,Funds are needed for improvements to the existing pressure sewer. Subject to EPA/MDE Consent Decree.,Southwest Diversion Pressure Sewer Improvements,Gwynns Falls Sewershed,NA
2008,551-609,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,3920000,2008,0,1970000,551-609_2008,Funds are needed for improvements to the existing pressure sewer. Subject to EPA/MDE Consent Decree.,Southwest Diversion Pressure Sewer Improvements,Gwynns Falls Sewershed,NA
2008,551-611,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-611_2008,"Funds are needed for the rehabilitation, repair, and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Low Level Sewershed,Low Level Sewershed,NA
2008,551-611,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-611_2008,"Funds are needed for the rehabilitation, repair, and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Low Level Sewershed,Low Level Sewershed,NA
2008,551-612,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-612_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Main Outfall Sewershed,Main Outfall Sewershed,NA
2008,551-612,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-612_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Main Outfall Sewershed,Main Outfall Sewershed,NA
2008,551-613,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,6989000,551-613_2008,"Funds are needed for the inspection, evaluation and analysis of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Main Outfall Sewershed,Main Outfall Sewershed,NA
2008,551-613,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,1411000,551-613_2008,"Funds are needed for the inspection, evaluation and analysis of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Main Outfall Sewershed,Main Outfall Sewershed,NA
2008,551-614,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1500000,2008,0,0,551-614_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Dundalk Sewershed,Dundalk Sewershed,NA
2008,551-614,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-614_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Dundalk Sewershed,Dundalk Sewershed,NA
2008,551-615,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,2524000,551-615_2008,"Funds are needed for the inspection, evaluation and analysis of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Dundalk Sewershed,Dundalk Sewershed,NA
2008,551-615,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,1476000,551-615_2008,"Funds are needed for the inspection, evaluation and analysis of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Dundalk Sewershed,Dundalk Sewershed,NA
2008,551-616,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-616_2008,"Funds are needed for the rehabilitation, repair and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Patapsco Sewershed,Patapsco Sewershed,NA
2008,551-616,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-616_2008,"Funds are needed for the rehabilitation, repair and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Patapsco Sewershed,Patapsco Sewershed,NA
2008,551-617,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,5963000,551-617_2008,"Funds are needed for the inspection, evaluation and analysis of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Patapsco Sewershed,Patapsco Sewershed,NA
2008,551-617,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,937000,551-617_2008,"Funds are needed for the inspection, evaluation and analysis of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Evaluation Program - Patapsco Sewershed,Patapsco Sewershed,NA
2008,551-620,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-620_2008,"Funds are needed for the rehabilitation, repair and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - High Level Sewershed,High Level Sewershed,NA
2008,551-622,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-622_2008,"Funds are needed for the rehabilitation, repair and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Gwynns Falls Sewershed,Gwynns Falls Sewershed,NA
2008,551-622,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-622_2008,"Funds are needed for the rehabilitation, repair and replacement of wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Gwynns Falls Sewershed,Gwynns Falls Sewershed,NA
2008,551-624,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2137000,2008,0,0,551-624_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Herring Run Sewershed,Herring Run Sewershed,NA
2008,551-624,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,113000,2008,0,0,551-624_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Herring Run Sewershed,Herring Run Sewershed,NA
2008,551-626,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2300000,2008,0,0,551-626_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Jones Falls Sewershed,Jones Falls Sewershed,NA
2008,551-626,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-626_2008,"Funds are needed for the rehabilitation, repair and replacement of the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.",Sewer System Rehabilitation Program - Jones Falls Sewershed,Jones Falls Sewershed,NA
2008,551-627,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,21750000,2008,0,0,551-627_2008,Funds are needed for the Compliance Program under the SSO/CSO Consent Decree.,Wet Weather Program,Citywide,NA
2008,551-627,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,250000,2008,0,0,551-627_2008,Funds are needed for the Compliance Program under the SSO/CSO Consent Decree.,Wet Weather Program,Citywide,NA
2008,551-681,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2750000,2008,0,500000,551-681_2008,Funds are needed to evaluate the existing security levels and assess requirements of upcoming Federal regulations for the Bureau`s wastewater treatment facilities.,Wastewater Facilities Security Improvements,Back River and Patapsco WWTPs,NA
2008,551-681,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,2750000,2008,0,500000,551-681_2008,Funds are needed to evaluate the existing security levels and assess requirements of upcoming Federal regulations for the Bureau`s wastewater treatment facilities.,Wastewater Facilities Security Improvements,Back River and Patapsco WWTPs,NA
2008,551-683,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1760000,2008,0,1280000,551-683_2008,"Funds are needed to rehabilitate and/or replace the mechanical drives, structural steel elements of the sludge collector arms, and reinforced concrete repair work associated with the rehabililtation of the gravity sludge thickeners at the Patapsco WWTP.",Rehabilitation of Patapsco WWTP Gravity Sludge Thickeners,Patapsco WWTP,NA
2008,551-683,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,3740000,2008,0,2720000,551-683_2008,"Funds are needed to rehabilitate and/or replace the mechanical drives, structural steel elements of the sludge collector arms, and reinforced concrete repair work associated with the rehabililtation of the gravity sludge thickeners at the Patapsco WWTP.",Rehabilitation of Patapsco WWTP Gravity Sludge Thickeners,Patapsco WWTP,NA
2008,551-685,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,500000,2008,0,0,551-685_2008,Funds are needed for the renovation of scum and grease handling facilities at the Back River Wastewater Treatment Plant.,Back River WWTP Scum Facilities Improvements,8201 Eastern Blvd.,NA
2008,551-685,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,500000,2008,0,0,551-685_2008,Funds are needed for the renovation of scum and grease handling facilities at the Back River Wastewater Treatment Plant.,Back River WWTP Scum Facilities Improvements,8201 Eastern Blvd.,NA
2008,551-687,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,0,551-687_2008,Convert the existing chlorine disinfection system at Patapsco WWTP to a disinfection system using sodium hypochlorite.,Patapsco Chlorine Conversion,Patapsco WWTP,NA
2008,551-687,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,0,551-687_2008,Convert the existing chlorine disinfection system at Patapsco WWTP to a disinfection system using sodium hypochlorite.,Patapsco Chlorine Conversion,Patapsco WWTP,NA
2008,551-688,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,350000,551-688_2008,Design and construction of on-site facilities to generate sodium hypochlorite for disinfection at Back River WWTP.,Back River Sodium Hypochlorite On-Site Generation,Back River WWTP,NA
2008,551-688,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,0,2008,0,350000,551-688_2008,Design and construction of on-site facilities to generate sodium hypochlorite for disinfection at Back River WWTP.,Back River Sodium Hypochlorite On-Site Generation,Back River WWTP,NA
2008,551-752,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,200000,2008,0,0,551-752_2008,"Funds are needed to evaluate, design and construct improvements to the McComas Street Pump Station Force Main due to a number of emergency repairs.",McComas St Pump Station Force Main Improvements,McComas Street,NA
2008,551-754,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,145000,2008,0,0,551-754_2008,"Funds are needed to evaluate, design, and construct improvements to the Quad Avenue Pump Station Force Main due to a number of emergency repairs required over the past several years.",Quad Ave Pump Station Force Main Improvements,Quad Ave,NA
2008,551-754,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,55000,2008,0,0,551-754_2008,"Funds are needed to evaluate, design, and construct improvements to the Quad Avenue Pump Station Force Main due to a number of emergency repairs required over the past several years.",Quad Ave Pump Station Force Main Improvements,Quad Ave,NA
2008,551-755,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,322000,2008,0,0,551-755_2008,"Funds are needed to evaluate, design, and construct improvements to the Dundalk Avenue Pump Station Force Main due to a number of emergency repairs required over the past several years.",Dundalk Ave Pump Station Force Main Improvements,Dundalk Ave,NA
2008,551-755,2008cp.pdf,DPW: Waste Water,902,County Grants,Source,178000,2008,0,0,551-755_2008,"Funds are needed to evaluate, design, and construct improvements to the Dundalk Avenue Pump Station Force Main due to a number of emergency repairs required over the past several years.",Dundalk Ave Pump Station Force Main Improvements,Dundalk Ave,NA
2008,551-930,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,517000,551-930_2008,This project includes wastewater infrastructure to support Uplands redevelopment.,Uplands Wastewater Infrastructure,Uplands,NA
2008,551-931,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1026000,2008,0,570000,551-931_2008,This project includes wastewater Infrastructure to support Orchard Ridge (formerly Claremont/Freedom Village Homes).,Claremont/Freedom Village Wastewater Infrastructure,Claremont/Freedom Village,0
2008,551-932,2008cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,0,2008,0,645000,551-932_2008,"Funding is needed to help create a Life Sciences Center north of Johns Hopkins Medical Institutions and revitalize the surrounding community, creating life science lab and office space, retail opportunities and hundreds of new and rehabilitated homes.",EBDI Wastewater Infrastructure,"Middle East, Broadway, East Gay Street I, Oliver and Johnston Square",0
2008,557-031,2008cp.pdf,DPW: Water Supply,301,Water Revenue Bonds,Source,7391000,2008,0,0,557-031_2008,"Funds are needed to repair or replace water system appurtenances that are old, broken or damaged. These improvements are to be done on a contractural basis.",Water Distribution System - Improvements,Various,NA
2008,557-031,2008cp.pdf,DPW: Water Supply,402,Water Utility Funds,Source,85000,2008,0,1000000,557-031_2008,"Funds are needed to repair or replace water system appurtenances that are old, broken or damaged. These improvements are to be done on a contractural basis.",Water Distribution System - Improvements,Various,NA
2008,557-031,2008cp.pdf,DPW: Water Supply,902,County Grants,Source,9532000,2008,0,1000000,557-031_2008,"Funds are needed to repair or replace water system appurtenances that are old, broken or damaged. These improvements are to be done on a contractural basis.",Water Distribution System - Improvements,Various,NA
